#,Year,OrientationJ mode,Field / application,Reference,Usage extract,DOI,Title,Journal,Authors
67,2018,Coherency map,vessel/vascular tissue,Gurevich et al. (2018),"Vessel orientation was measured using the ImageJ plugin OrientationJ, which rates the coherence of neighbouring pixels between 0 (isotropic, no overall direction) and 1 (one dominant direction; Fonck et al , 2009 ).",10.15252/embj.201797786,Live imaging of wound angiogenesis reveals macrophage orchestrated vessel sprouting and regression,The EMBO Journal,"Gurevich DB, Severn CE, Twomey C, Greenhough A, Cash J, Toye AM, Mellor H, Martin P."
68,2019,Distribution (directionality histogram),actin cytoskeleton,Colin-York et al. (2019),"Using the 'OrientationJ' Java plugin for ImageJ, the distribution of fiber orientations within a region of interested was evaluated",10.1038/s42003-019-0322-9,Cytoskeletal actin patterns shape mast cell activation,Communications Biology,"Colin-York H, Li D, Korobchevskaya K, Chang VT, Betzig E, Eggeling C, Fritzsche M."
69,2019,orientation analysis,actin cytoskeleton,Fearing et al. (2019),"F-actin orientation was analyzed from microscopic images (ImageJ plugin, OrientationJ).",10.1096/fj.201802725rrr,Mechanosensitive transcriptional coactivators MRTF-A and YAP/TAZ regulate nucleus pulposus cell phenotype through cell shape,The FASEB Journal,"Fearing BV, Jing L, Barcellona MN, Witte SE, Buchowski JM, Zebala LP, Kelly MP, Luhmann S, Gupta MC, Pathak A, Setton LA."
70,2019,Coherency,actin cytoskeleton,Cascione et al. (2019),The cytoskeletal actin organization was characterized in terms of coherency by means of OrientationJ plugin (ImageJ software),10.3390/ijms20143594,Acute Cytotoxic Effects on Morphology and Mechanical Behavior in MCF-7 Induced by TiO2NPs Exposure,International Journal of Molecular Sciences,"Cascione M, De Matteis V, Mandriota G, Leporatti S, Rinaldi R."
71,2019,orientation/coherency analysis,"artificial cells, tubulin and collagen",Fanalista et al. (2019),the values of tubulin and collagen bundle orientations were obtained using Fiji (OrientationJ plugin) after the background was appropriately subtracted,10.1021/acsnano.9b00220,Shape and Size Control of Artificial Cells for Bottom-Up Biology,ACS Nano,"Fanalista F, Birnie A, Maan R, Burla F, Charles K, Pawlik G, Deshpande S, Koenderink GH, Dogterom M, Dekker C."
72,2019,Vector Field,bacterial biofilm active matter,Yaman et al. (2019),The ImageJ plugin OrientationJ was used to find the nematic director field of the colony.,10.1038/s41467-019-10311-z,Emergence of active nematics in chaining bacterial biofilms,Nature Communications,"Yaman YI, Demir E, Vetter R, Kocabas A."
73,2019,orientation/coherency analysis,biomaterials fiber analysis,Shkarin et al. (2019),"The OrientationJ plug-in is aimed initially at the analysis of microscopy images and provides information about orientation, coherency, and energy within a specified ROI.",10.1371/journal.pone.0215137,Quanfima: An open source Python package for automated fiber analysis of biomaterials,PLOS ONE,"Shkarin R, Shkarin A, Shkarina S, Cecilia A, Surmenev RA, Surmeneva MA, Weinhardt V, Baumbach T, Mikut R."
74,2019,Color-coded orientation map,cell morphology and adhesion,Gonzalez-Molina et al. (2019),"Pseudo-coloured images were obtained with the OrientationJ plugin of ImageJ using a Gaussian window of 2 pixels, a Fourier gradient, and colours representing orientation (hue) and coherency (saturation).",10.1038/s41598-019-44960-3,The extracellular fluid macromolecular composition differentially affects cell-substrate adhesion and cell morphology,Scientific Reports,"Gonzalez-Molina J, Mendonça da Silva J, Fuller B, Selden C."
75,2019,Coherency map,"cell morphomechanics, nanoparticle effects",De et al. (2019),"OrientationJ plugin was used to quantify the coherency parameter by choosing a specific sequence of ROIs in confocal acquisitions, based on the measure of the structure tensors in a local neighborhood.",10.1186/s11671-019-2941-y,Tailoring Cell Morphomechanical Perturbations Through Metal Oxide Nanoparticles,Nanoscale Research Letters,"De Matteis V, Cascione M, Toma CC, Pellegrino P, Rizzello L, Rinaldi R."
76,2019,"Color-coded orientation map, Coherency map, Distribution (directionality histogram)",collagen/ECM biomaterial engineering,Taufalele et al. (2019),"To measure the alignment of the collagen matrices, confocal reflectance images were analyzed via the OrientationJ plugin in ImageJ",10.1371/journal.pone.0216537,Fiber alignment drives changes in architectural and mechanical features in collagen matrices,PLOS ONE,"Taufalele PV, VanderBurgh JA, Muñoz A, Zanotelli MR, Reinhart-King CA."
77,2019,Measure,collagen/ECM in joint osteoarthritis,Reed et al. (2019),All data was collected using the OrientationJ plugin [ 52 ] and collagen orientation measurements follow published methods [ 53 ].,10.1371/journal.pone.0214072,Two-photon fluorescence and second harmonic generation characterization of extracellular matrix remodeling in post-injury murine temporomandibular joint osteoarthritis,PLOS ONE,"Reed DA, Yotsuya M, Gubareva P, Toth PT, Bertagna A."
78,2019,orientation/coherency analysis,collagen/ECM in mammary tissue,Jones et al. (2019),"The maximum intensity projection of these images was analyzed with the OrientationJ plugin for ImageJ [26] , which analyzes fiber orientation on a pixel-by-pixel basis",10.1016/j.neo.2018.10.010,Stromal PTEN Regulates Extracellular Matrix Organization in the Mammary Gland,Neoplasia,"Jones CE, Hammer AM, Cho Y, Sizemore GM, Cukierman E, Yee LD, Ghadiali SN, Ostrowski MC, Leight JL."
79,2019,Coherency map,collagen/ECM in tumors,Desa et al. (2019),Coherency-based F/B was calculated from tumor bulk and tumor–host interface in each HER2+ core needle biopsy ( n = 29 ) using OrientationJ.,10.1117/1.jbo.24.8.086503,Second-harmonic generation directionality is associated with neoadjuvant chemotherapy response in breast cancer core needle biopsies,Journal of Biomedical Optics,"Desa DE, Bhanote M, Hill RL, Majeski JB, Buscaglia B, D'Aguiar M, Strawderman R, Hicks DG, Turner BM, Brown EB."
80,2019,orientation/coherency analysis,collagen/ECM in tumors,Natal et al. (2019),Quantitative analysis of collagen parameters was performed in SHG images using ImageJ and OrientationJ plug-in,10.1038/s41598-019-44156-9,Exploring Collagen Parameters in Pure Special Types of Invasive Breast Cancer,Scientific Reports,"Natal RA, Paiva GR, Pelegati VB, Marenco L, Alvarenga CA, Vargas RF, Derchain SF, Sarian LO, Franchet C, Cesar CL, Schmitt FC, Weigelt B, Vassallo J."
81,2019,orientation/coherency analysis,collagen/ECM in tumors,Nguyen et al. (2019),The orientation of ECM fibers was analyzed using ImageJ (NIH) plugin OrientationJ as previously described,10.1074/mcp.ra119.001496,Proteomic Profiling of Human Prostate Cancer-associated Fibroblasts (CAF) Reveals LOXL2-dependent Regulation of the Tumor Microenvironment,Molecular & Cellular Proteomics,"Nguyen EV, Pereira BA, Lawrence MG, Ma X, Rebello RJ, Chan H, Niranjan B, Wu Y, Ellem S, Guan X, Wu J, Skhinas JN, Cox TR, Risbridger GP, Taylor RA, Lister NL, Daly RJ."
82,2019,Coherency,collagen/ECM in tumors,Sheen et al. (2019),"coherency, the degree to which the local features are oriented, was measured with OrientationJ ( Rezakhaniha et al., 2012 )",10.7554/elife.45120,Replication Study: Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis,eLife,"Sheen MR, Fields JL, Northan B, Lacoste J, Ang LH, Fiering S, Reproducibility Project: Cancer Biology."
83,2019,orientation/coherency analysis,collagen/ECM in tumors,Zeltz et al. (2019),Alignment of collagen fibers in the remodeled matrix was recorded using second harmonic generation and analyzed with OrientationJ.,10.3390/cancers11050705,LOXL1 Is Regulated by Integrin α11 and Promotes Non-Small Cell Lung Cancer Tumorigenicity,Cancers,"Zeltz C, Pasko E, Cox TR, Navab R, Tsao MS."
84,2019,orientation/coherency analysis,"colloidal liquid crystals, tactoids",Gârlea et al. (2019),"The local alignment is determined using the plug-in ""OrientationJ"" of ""ImageJ"".",10.1038/s41598-019-56729-9,Colloidal Liquid Crystals Confined to Synthetic Tactoids,Scientific Reports,"Gârlea IC, Dammone O, Alvarado J, Notenboom V, Jia Y, Koenderink GH, Aarts DGAL, Lettinga MP, Mulder BM."
85,2019,Harris corner detection (with OrientationJ for image analysis support),fish olfactory organ morphology,Ferrando et al. (2019),this count was performed individuating the Harris corners (by an algorithm) in the lamellae silhouettes using the OrientationJ plug-in for ImageJ,10.3389/fphys.2019.00245,Secondary Folds Contribute Significantly to the Total Surface Area in the Olfactory Organ of Chondrichthyes,Frontiers in Physiology,"Ferrando S, Amaroli A, Gallus L, Aicardi S, Di Blasi D, Christiansen JS, Vacchi M, Ghigliotti L."
86,2019,average fiber diameter and porosity analysis,materials/nanofibers,Liverani et al. (2019),The calculation of the average fiber diameter and the analysis of the porosity were performed by using ImageJ and its plugins (DiameterJ and OrientationJ),10.1038/s41598-018-37640-1,Electrospun patterned porous scaffolds for the support of ovarian follicles growth: a feasibility study,Scientific Reports,"Liverani L, Raffel N, Fattahi A, Preis A, Hoffmann I, Boccaccini AR, Beckmann MW, Dittrich R."
87,2019,Orientation/coherency analysis,"muscle tissue engineering, meat analogs",MacQueen et al. (2019),Analysis of fiber diameter and alignment ImageJ software (NIH) with the DiameterJ and OrientationJ plug-ins was used to determine fiber diameter and alignment from the SEM images,10.1038/s41538-019-0054-8,Muscle tissue engineering in fibrous gelatin: implications for meat analogs,npj Science of Food,"MacQueen LA, Alver CG, Chantre CO, Ahn S, Cera L, Gonzalez GM, O'Connor BB, Drennan DJ, Peters MM, Motta SE, Zimmerman JF, Parker KK."
88,2019,Coherency map; Color-coded orientation map,neuronal alignment in cerebral organoids,Giandomenico et al. (2019),"The product of OrientationJ coherency and energy output levels was quantified in whole organoids compared with ALI-COs, demonstrating more aligned structures.",10.1038/s41593-019-0350-2,Cerebral organoids at the air-liquid interface generate diverse nerve tracts with functional output,Nature Neuroscience,"Giandomenico SL, Mierau SB, Gibbons GM, Wenger LMD, Masullo L, Sit T, Sutcliffe M, Boulanger J, Tripodi M, Derivery E, Paulsen O, Lakatos A, Lancaster MA."
89,2019,orientation,"septin filaments, membrane structure",Beber et al. (2019),SEM images were analyzed using OrientationJ (a plug-in for imageJ) to determine the orientation of the filaments,10.1038/s41467-019-08344-5,Membrane reshaping by micrometric curvature sensitive septin filaments,Nature Communications,"Beber A, Taveneau C, Nania M, Tsai FC, Di Cicco A, Bassereau P, Lévy D, Cabral JT, Isambert H, Mangenot S, Bertin A."
90,2020,Coherency map,actin cytoskeleton,Layton et al. (2020),The orientation properties of the actin filaments in myofibroblast immunofluorescence images (Phalloidin-488) were computed based on the evaluation of the structure tensor in a local neighbourhood using the Java plugin for ImageJ 'OrientationJ'.,10.1242/bio.049809,Single cell force profiling of human myofibroblasts reveals a biophysical spectrum of cell states,Biology Open,"Layton TB, Williams L, Colin-York H, McCann FE, Cabrita M, Feldmann M, Brown C, Xie W, Fritzsche M, Furniss D, Nanchahal J."
91,2020,Coherency map,actin cytoskeleton,Rougerie et al. (2020),We quantified the average spatial orientation of actin fibers in confocal z-stack using OrientationJ Fiji plugin 25 and we observed that the anisotropic density of F-actin was accompanied with a curvature-dependent longitudinal alignment,10.1038/s41598-020-70907-0,Topographical curvature is sufficient to control epithelium elongation,Scientific Reports,"Rougerie P, Pieuchot L, Dos Santos RS, Marteau J, Bigerelle M, Chauvy PF, Farina M, Anselme K."
92,2020,orientation/coherency analysis,actin cytoskeleton,Xu et al. (2020),The anisotropy of actin fibers was measured using OrientationJ plug-in for ImageJ to evaluate the arrangement of stress fibers.,10.3389/fcell.2020.547342,Nesfatin-1 Promotes the Osteogenic Differentiation of Tendon-Derived Stem Cells and the Pathogenesis of Heterotopic Ossification in Rat Tendons via the mTOR Pathway,Frontiers in Cell and Developmental Biology,"Xu K, Zhang Z, Chen M, Moqbel SAA, He Y, Ma C, Jiang L, Xiong Y, Wu L."
93,2020,Dominant Direction,"actin cytoskeleton, skeletal muscle",Owens et al. (2020),Actin fiber coherence in the dominant direction as determined by analysis of confocal images of myotubes stained fluorescently for actin (phalloidin) in ImageJ using OrientationJ plug-in.,10.3390/ijms22010306,Lamin-Related Congenital Muscular Dystrophy Alters Mechanical Signaling and Skeletal Muscle Growth,International Journal of Molecular Sciences,"Owens DJ, Messéant J, Moog S, Viggars M, Ferry A, Mamchaoui K, Lacène E, Roméro N, Brull A, Bonne G, Butler-Browne G, Coirault C."
94,2020,Distribution (directionality histogram),arterial tissue mechanics,Weiss et al. (2020),the in-plane distribution of orientations was estimated using a 2D structure tensor analysis with OrientationJ implemented for ImageJ.,10.1126/sciadv.abd3574,Mechanics-driven mechanobiological mechanisms of arterial tortuosity,Science Advances,"Weiss D, Cavinato C, Gray A, Ramachandra AB, Avril S, Humphrey JD, Latorre M."
95,2020,structure tensor analysis,astrocyte and myelin alignment,Sullivan et al. (2020),"OrientationJ Plug-in (RRID:SCR_014796, http://bigwww.epfl.ch/demo/orientation/ ) was used for structure tensor analysis",10.1186/s40478-020-00960-3,Transplantation of induced neural stem cells (iNSCs) into chronically demyelinated corpus callosum ameliorates motor deficits,Acta Neuropathologica Communications,"Sullivan GM, Knutsen AK, Peruzzotti-Jametti L, Korotcov A, Bosomtwi A, Dardzinski BJ, Bernstock JD, Rizzi S, Edenhofer F, Pluchino S, Armstrong RC."
96,2020,Distribution (directionality histogram),bone/mineralized tissue,Lim et al. (2020),"aligned scaffolds showed a distribution of orientations concentrated over 1000 in certain degree orientations, while random patterned scaffolds showed a distribution of orientations under 1000 with varying degree orientations",10.3390/polym13010060,Aligned Nanofiber-Guided Bone Regeneration Barrier Incorporated with Equine Bone-Derived Hydroxyapatite for Alveolar Bone Regeneration,Polymers,"Lim JW, Jang KJ, Son H, Park S, Kim JE, Kim HB, Seonwoo H, Choung YH, Lee MC, Chung JH."
97,2020,Distribution (directionality histogram),cardiac myofibril alignment,Chanthra et al. (2020),immunofluorescent images for α-actinin were transformed into frequency spectrum images for the evaluation of the distributions of orientation frequencies by OrientationJ,10.1038/s41598-020-61163-3,A Novel Fluorescent Reporter System Identifies Laminin-511/521 as Potent Regulators of Cardiomyocyte Maturation,Scientific Reports,"Chanthra N, Abe T, Miyamoto M, Sekiguchi K, Kwon C, Hanazono Y, Uosaki H."
98,2020,orientation/coherency analysis,cardiac tissue engineering,Tsukamoto et al. (2020),"ImageJ plug-in, OrientationJ, was used for the quantification of the fabricated 3D tissue's cell orientation",10.1038/s41598-020-59371-y,Vascularized cardiac tissue construction with orientation by layer-by-layer method and 3D printer,Scientific Reports,"Tsukamoto Y, Akagi T, Akashi M."
99,2020,Coherency,cardiac tissue engineering,Zouhair et al. (2020),"Coherency, i.e., C, was calculated for collagen and elastin to verify the local dominant orientation in representative regions of interest (n = 9) using OrientationJ",10.3390/biom10030371,A Comprehensive Comparison of Bovine and Porcine Decellularized Pericardia: New Insights for Surgical Applications,Biomolecules,"Zouhair S, Sasso ED, Tuladhar SR, Fidalgo C, Vedovelli L, Filippi A, Borile G, Bagno A, Marchesan M, Giorgio R, Gregori D, Wolkers WF, Romanato F, Korossis S, Gerosa G, Iop L."
100,2020,orientation/coherency analysis,"cardiac tissue, pulmonary hypertension",Sharifi et al. (2020),Image processing and fiber orientation analysis were performed using the OrientationJ toolbox in ImageJ,10.1161/jaha.119.015708,Angiotensin Receptor-Neprilysin Inhibition Attenuates Right Ventricular Remodeling in Pulmonary Hypertension,Journal of the American Heart Association,"Sharifi Kia D, Benza E, Bachman TN, Tushak C, Kim K, Simon MA."
101,2020,orientation/coherency analysis,cellular contractile forces and cytoskeleton,Feld et al. (2020),Fiber orientation analysis was performed using the Ridge Detection and OrientationJ plugins for Fiji.,10.1126/sciadv.aaz6997,Cellular contractile forces are nonmechanosensitive,Science Advances,"Feld L, Kellerman L, Mukherjee A, Livne A, Bouchbinder E, Wolfenson H."
102,2020,Color-coded orientation map,cerebral ischemia tissue repair and microvasculature,Lu et al. (2020),Local orientation and coherence were computed for each pixel of the filter-enhanced 2-D en face angiogram based on its structure tensor using OrientationJ,10.1117/1.jbo.25.4.046002,Longitudinal optical coherence tomography imaging of tissue repair and microvasculature regeneration and function after targeted cerebral ischemia,Journal of Biomedical Optics,"Lu Y, Lu X, Zhang C, Marchand PJ, Lesage F."
103,2020,Coherency map,collagen/ECM in tissue,Liu et al. (2020),"the alignment for OrientationJ uses the coherency calculated in the tool, while the alignment for CytoSpectre equals 1 - circular variance of the orientations.",10.3389/fbioe.2020.00198,Fibrillar Collagen Quantification With Curvelet Transform Based Computational Methods,Frontiers in Bioengineering and Biotechnology,"Liu Y, Keikhosravi A, Pehlke CA, Bredfeldt JS, Dutson M, Liu H, Mehta GS, Claus R, Patel AJ, Conklin MW, Inman DR, Provenzano PP, Sifakis E, Patel JM, Eliceiri KW."
104,2020,Distribution (directionality histogram),collagen/ECM in tumors,Hoang et al. (2020),"the FIJI plugins DiameterJ and OrientationJ were used to generate data on the distributions of fiber diameter, orientation, and pore size",10.3389/fonc.2020.01164,ERK5 Is Required for Tumor Growth and Maintenance Through Regulation of the Extracellular Matrix in Triple Negative Breast Cancer,Frontiers in Oncology,"Hoang VT, Matossian MD, Ucar DA, Elliott S, La J, Wright MK, Burks HE, Perles A, Hossain F, King CT, Browning VE, Bursavich J, Fang F, Del Valle L, Bhatt AB, Cavanaugh JE, Flaherty PT, Anbalagan M, Rowan BG, Bratton MR, Nephew KP, Miele L, Collins-Burow BM, Martin EC, Burow ME."
105,2020,Distribution (directionality histogram),collagen/ECM in tumors,Jaeschke et al. (2020),The OrientationJ plugin in Fiji (ImageJ 1.52p) was used for orientation distribution analysis.,10.1016/j.mtbio.2020.100073,Cancer-associated fibroblasts of the prostate promote a compliant and more invasive phenotype in benign prostate epithelial cells,Materials Today Bio,"Jaeschke A, Jacobi A, Lawrence MG, Risbridger GP, Frydenberg M, Williams ED, Vela I, Hutmacher DW, Bray LJ, Taubenberger A."
106,2020,orientation/coherency analysis,collagen/ECM in tumors,Druzhkova et al. (2020),"Quantitative analysis of the SHG signal was performed using ImageJ software (National Institutes of Health, Bethesda, MD, USA) and the OrientationJ plugin.",10.3390/ijms21218119,Expression of EMT-Related Genes in Hybrid E/M Colorectal Cancer Cells Determines Fibroblast Activation and Collagen Remodeling,International Journal of Molecular Sciences,"Druzhkova I, Shirmanova M, Ignatova N, Dudenkova V, Lukina M, Zagaynova E, Safina D, Kostrov S, Didych D, Kuzmich A, Sharonov G, Rakitina O, Alekseenko I, Sverdlov E."
107,2020,Coherency map,extracellular vesicles in colon cancer,Lucchetti et al. (2020),Analyses were performed using the OrientationJ plugins to analyze the coherency,10.3390/cancers12020260,CD147 Promotes Cell Small Extracellular Vesicles Release during Colon Cancer Stem Cells Differentiation and Triggers Cellular Changes in Recipient Cells,Cancers,"Lucchetti D, Colella F, Perelli L, Ricciardi-Tenore C, Calapà F, Fiori ME, Carbone F, De Maria R, Sgambato A."
108,2020,Distribution (directionality histogram),fibrin ECM and cell mechanotransduction,Natan et al. (2020),"Orientation distribution of the fibrous matrix between cell pairs was conducted based on 2D images, using ImageJ with the ImageJ plug-in, OrientationJ",10.1091/mbc.e20-01-0079,Long-range mechanical coupling of cells in 3D fibrin gels,Molecular Biology of the Cell,"Natan S, Koren Y, Shelah O, Goren S, Lesman A."
109,2020,Color-coded orientation map,fibroblast cell alignment and ECM,Hashimoto et al. (2020),These images were analysed with the ImageJ plugin OrientationJ [ 19 ] to generate the colour-coded maps shown in Fig.,10.1007/s10867-020-09556-3,The effects of coating culture dishes with collagen on fibroblast cell shape and swirling pattern formation,Journal of Biological Physics,"Hashimoto K, Yamashita K, Enoyoshi K, Dahan X, Takeuchi T, Kori H, Gotoh M."
110,2020,Measure,lymphatic endothelial cell alignment,Michalaki et al. (2020),"0, 6, 12, 18, and 24 h, using the OrientationJ Measure plugin in Fiji for 50 cells per binned region.",10.1038/s42003-019-0732-8,Perpendicular alignment of lymphatic endothelial cells in response to spatial gradients in wall shear stress,Communications Biology,"Michalaki E, Surya VN, Fuller GG, Dunn AR."
111,2020,orientation/coherency analysis,materials/nanofibers,Andrzejewski et al. (2020),"Basalt fiber arrangement was analyzed using the OrientationJ plugin, where the task of this software is to characterize the orientation in the image based on the evaluation of the structure tensor in the local neighborhood.",10.3390/ma13163496,The Influence of the Hybridization Process on the Mechanical and Thermal Properties of Polyoxymethylene (POM) Composites with the Use of a Novel Sustainable Reinforcing System Based on Biocarbon and Basalt Fiber (BC/BF),Materials,"Andrzejewski J, Gapiński B, Islam A, Szostak M."
112,2020,Measure,microtubule motor protein dynamics,Kaneko et al. (2020),"Using OrientationJ, the angles were calculated for each pixel of the fluorescence images of the microtubules.",10.1126/sciadv.aax7413,Different motilities of microtubules driven by kinesin-1 and kinesin-14 motors patterned on nanopillars,Science Advances,"Kaneko T, Furuta K, Oiwa K, Shintaku H, Kotera H, Yokokawa R."
113,2020,Dominant Direction,plant cell microtubule cytoskeleton,Colin et al. (2020),"We first calculated a mean CMT orientation per protoplast, with the OrientationJ, Dominant Direction plugin, and second, we calculated a deformation ratio",10.1073/pnas.2008895117,Cortical tension overrides geometrical cues to orient microtubules in confined protoplasts,Proceedings of the National Academy of Sciences,"Colin L, Chevallier A, Tsugawa S, Gacon F, Godin C, Viasnoff V, Saunders TE, Hamant O."
114,2020,Color-coded orientation map,skeletal muscle myofibrils,Jensen et al. (2020),"Composite images were composed of 252 frames, and the OrientationJ ImageJ plug-in was used to false-color the image according to the local angle of orientation of F-actin filaments.",10.1038/s41598-020-69936-6,Large-scale spontaneous self-organization and maturation of skeletal muscle tissues on ultra-compliant gelatin hydrogel substrates,Scientific Reports,"Jensen JH, Cakal SD, Li J, Pless CJ, Radeke C, Jepsen ML, Jensen TE, Dufva M, Lind JU."
115,2020,Distribution (directionality histogram),skeletal muscle tissue engineering,Velasco-Mallorquí et al. (2020),"The ImageJ PlugIn ""OrientationJ"" software was used to see the distribution of the aligned fibers and the alignment of the cells in a random fiber distribution of the cryogel against the anisotropic cryogels.",10.1039/d0na00268b,New volumetric CNT-doped gelatin-cellulose scaffolds for skeletal muscle tissue engineering,Nanoscale Advances,"Velasco-Mallorquí F, Fernández-Costa JM, Neves L, Ramón-Azcón J."
116,2020,Measure,"smooth muscle cell alignment, tissue engineering",Adamowicz et al. (2020),"The orientation of cultivated SMC was established by a square ROI (80 × 80 pixels) (n = 10) analysis using ImageJ OrientationJ (EPFL, Switzerland) plugin.",10.1038/s41598-020-62197-3,Development of a conductive biocomposite combining graphene and amniotic membrane for replacement of the neuronal network of tissue-engineered urinary bladder,Scientific Reports,"Adamowicz J, Pasternak I, Kloskowski T, Gniadek M, Van Breda SV, Buhl M, Balcerczyk D, Gagat M, Grzanka D, Strupinski W, Pokrywczynska M, Drewa T."
117,2020,Coherency map,"tendon tissue engineering, collagen alignment",Talò et al. (2020),"To quantify the coherency and the local alignment of the new collagen deposition within the inner injected channels, ImageJ plug-in OrientationJ (Version 19.11.2012) was employed.",10.1007/s10439-019-02257-6,"Independent, Controllable Stretch-Perfusion Bioreactor Chambers to Functionalize Cell-Seeded Decellularized Tendons",Annals of Biomedical Engineering,"Talò G, D'Arrigo D, Lorenzi S, Moretti M, Lovati AB."
118,2021,Coherency map,actin cytoskeleton,De et al. (2021),"Coherency values of F-actin were performed on 20 cells, using the OrientationJ plugin of the ImageJ 1.47 software.",10.3390/molecules26102885,Physico-Chemical Properties of Inorganic NPs Influence the Absorption Rate of Aquatic Mosses Reducing Cytotoxicity on Intestinal Epithelial Barrier Model,Molecules,"De Matteis V, Rojas M, Cascione M, Mazzotta S, Di Sansebastiano GP, Rinaldi R."
119,2021,Coherency map,actin cytoskeleton,De et al. (2021),Morphometric quantification (coherency of F-actin) was performed on 15 cells using the OrientationJ plugin of the ImageJ 1.47 software.,10.3390/cancers13143610,Synergistic Effect Induced by Gold Nanoparticles with Polyphenols Shell during Thermal Therapy: Macrophage Inflammatory Response and Cancer Cell Death Assessment,Cancers,"De Matteis V, Cascione M, Rizzello L, Manno DE, Di Guglielmo C, Rinaldi R."
120,2021,Color-coded orientation map,actin cytoskeleton and mitochondrial networks,Moore et al. (2021),"Orientation maps of the segmented cables were generated in the Fiji plugin OrientationJ, using a cubic spline gradient with gaussian window sigma = 2 pix.",10.1038/s41586-021-03309-5,Actin cables and comet tails organize mitochondrial networks in mitosis,Nature,"Moore AS, Coscia SM, Simpson CL, Ortega FE, Wait EC, Heddleston JM, Nirschl JJ, Obara CJ, Guedes-Dias P, Boecker CA, Chew TL, Theriot JA, Lippincott-Schwartz J, Holzbaur ELF."
121,2021,Distribution (directionality histogram),actin cytoskeleton in kidney tubules,Myram et al. (2021),Distribution of F-actin local orientation as assessed by OrientationJ software for PCT Pkd1 +/- (blue) and Pkd1 -/- (red) cells.,10.3389/fbioe.2021.624553,A Multitubular Kidney-on-Chip to Decipher Pathophysiological Mechanisms in Renal Cystic Diseases,Frontiers in Bioengineering and Biotechnology,"Myram S, Venzac B, Lapin B, Battistella A, Cayrac F, Cinquin B, Cavaniol C, Gropplero G, Bonnet I, Demolombe S, Descroix S, Coscoy S."
122,2021,Color-coded orientation map,"actin cytoskeleton, muscle regeneration",Girardi et al. (2021),These pictures were analyzed with OrientationJ (ImageJ Plug-in) to obtain a color-coded orientation mask.,10.1038/s41467-020-20289-8,TGFβ signaling curbs cell fusion and muscle regeneration,Nature Communications,"Girardi F, Taleb A, Ebrahimi M, Datye A, Gamage DG, Peccate C, Giordani L, Millay DP, Gilbert PM, Cadot B, Le Grand F."
123,2021,Distribution (directionality histogram),airway smooth muscle tissue engineering,Jin et al. (2021),Assessment of Cell Orientation Quantification of ASMC orientation cultured on the concave and convex surfaces and the cylinder axis was performed using the distribution analysis function in the plugin OrientationJ,10.3389/fmolb.2021.717771,Emergent Differential Organization of Airway Smooth Muscle Cells on Concave and Convex Tubular Surface,Frontiers in Molecular Biosciences,"Jin Y, Liu L, Yu P, Lin F, Shi X, Guo J, Che B, Duan Y, Li J, Pan Y, Luo M, Deng L."
124,2021,Color-coded orientation map,cancer cell invasion in microfluidics,Samandari et al. (2021),"the color maps were generated using the ""OrientationJ"" plugin in ImageJ",10.1038/s41598-021-89635-0,"A simple, low cost and reusable microfluidic gradient strategy and its application in modeling cancer invasion",Scientific Reports,"Samandari M, Rafiee L, Alipanah F, Sanati-Nezhad A, Javanmard SH."
125,2021,orientation/coherency analysis,cardiac myocardial fiber kinematics,Sharifi et al. (2021),Image processing and fiber orientation analysis of histological sections were performed using the OrientationJ toolbox in ImageJ,10.1038/s41598-021-83154-8,An exploratory assessment of stretch-induced transmural myocardial fiber kinematics in right ventricular pressure overload,Scientific Reports,"Sharifi Kia D, Fortunato R, Maiti S, Simon MA, Kim K."
126,2021,Distribution (directionality histogram),"cardiac tissue, aortic microstructure",Cavinato et al. (2021),the in-plane primary orientation and alignment were estimated via a distribution of orientations for each circumferential-axial section,10.3389/fcvm.2021.800730,Progressive Microstructural Deterioration Dictates Evolving Biomechanical Dysfunction in the Marfan Aorta,Frontiers in Cardiovascular Medicine,"Cavinato C, Chen M, Weiss D, Ruiz-Rodríguez MJ, Schwartz MA, Humphrey JD."
127,2021,Coherency map,cardiac valve fibrosis,Jannasch et al. (2021),The degree of organization of collagen fibers was retrieved using the plugin OrientationJ for ImageJ.,10.1038/s41598-021-85142-4,Optical coherence tomography and multiphoton microscopy offer new options for the quantification of fibrotic aortic valve disease in ApoE-/- mice,Scientific Reports,"Jannasch A, Schnabel C, Galli R, Faak S, Büttner P, Dittfeld C, Tugtekin SM, Koch E, Matschke K."
128,2021,Orientation and Coherency analysis,collagen fiber alignment in ear tissue,Wu et al. (2021),OrientationJ in ImageJ was used to quantify the orientation and coherency features of the collagen fibers constituting the pars tensa across the thickness,10.3389/fcell.2021.720383,High Resolution and Labeling Free Studying the 3D Microstructure of the Pars Tensa-Annulus Unit of Mice,Frontiers in Cell and Developmental Biology,"Wu JP, Yang X, Wang Y, Swift B, Adamson R, Zheng Y, Zhang R, Zhong W, Chen F."
